Age,Gender,Weight (kg),BMI,Avg_BPM,Session_Duration (hours),Calories_Burned,source,Exercise_Intensity,Weather_Conditions,Max_BPM_calc,HR_Intensity_Ratio,HR_Duration,Intensity_Duration,Weight_Duration,BMI_Duration,log_Calories
57,0,57.63665394,23.15990606,109,1.0,124.8124867,1,8.0,1,163,0.6687116564417178,109.0,8.0,57.63665394,23.15990606,4.834792597687138
47,0,82.51560728,31.35652295,141,0.6333333333333333,118.3385206,1,6.0,2,173,0.815028901734104,89.3,3.8,52.25988461066666,19.859131201666663,4.781964165502937
58,0,94.38356843,32.09962909,145,0.36666666666666664,408.4920534,1,5.0,0,162,0.8950617283950617,53.166666666666664,1.8333333333333333,34.60730842433333,11.769863999666667,6.014917497488227
43,1,102.9782737,28.66587115,151,0.36666666666666664,118.1771261,1,5.0,1,177,0.8531073446327684,55.36666666666666,1.8333333333333333,37.758700356666665,10.510819421666666,4.780610841082794
58,0,63.44628513,20.15866046,108,0.36666666666666664,422.7135013,1,2.0,1,162,0.6666666666666666,39.599999999999994,0.7333333333333333,23.263637880999998,7.391508835333333,6.049057522359663
23,1,56.20362011,20.06185171,135,0.7,240.0177788,1,7.0,1,197,0.6852791878172588,94.5,4.8999999999999995,39.342534076999996,14.043296196999998,5.484870701724069
49,0,88.79659313,26.4000158,101,0.6833333333333333,419.3066769,1,5.0,0,171,0.5906432748538012,69.01666666666667,3.416666666666667,60.67767197216667,18.040010796666667,6.040984627918674
39,0,57.06837366,21.42123002,163,0.43333333333333335,483.7782894,1,4.0,1,181,0.9005524861878453,70.63333333333334,1.7333333333333334,24.729628586,9.282533008666666,6.183691651161576
34,1,92.75547183,22.27836045,144,0.8666666666666667,266.54832,1,1.0,1,186,0.7741935483870968,124.80000000000001,0.8666666666666667,80.38807558600001,19.307912390000002,5.58930018553745
19,1,67.04093332,20.33647415,122,0.65,104.8550273,1,2.0,1,201,0.6069651741293532,79.3,1.3,43.576606657999996,13.218708197500002,4.6620704910208275
32,0,83.11037908,27.45571038,103,0.6166666666666667,302.9548246,1,4.0,2,188,0.5478723404255319,63.51666666666667,2.466666666666667,51.25140043266667,16.931021401,5.716879087074185
43,0,89.99851689,24.89526987,118,0.9,283.4472034,1,7.0,0,177,0.6666666666666666,106.2,6.3,80.99866520100001,22.405742883000002,5.6505476595434745
57,0,91.07660295,31.4402438,173,0.55,239.5529794,1,7.0,0,163,1.0613496932515338,95.15,3.8500000000000005,50.0921316225,17.29213409,5.482940353851341
44,0,55.98469128,28.29870262,105,0.48333333333333334,410.136624,1,2.0,2,176,0.5965909090909091,50.75,0.9666666666666667,27.059267452,13.677706266333333,6.018925577748933
34,0,70.13620933,22.92826784,146,0.8333333333333334,472.2571261,1,10.0,0,186,0.7849462365591398,121.66666666666667,8.333333333333334,58.44684110833334,19.106889866666666,6.15963884776793
40,0,53.042103,28.11696786,169,0.7333333333333333,440.3696002,1,4.0,1,180,0.9388888888888889,123.93333333333332,2.933333333333333,38.8975422,20.619109763999997,6.089882620132366
57,0,50.86320199,22.21944956,161,0.6,475.4189059,1,2.0,2,163,0.9877300613496932,96.6,1.2,30.517921194,13.331669736,6.166297521622351
59,0,93.00075247,22.31779856,116,0.4166666666666667,142.9766065,1,9.0,0,161,0.7204968944099379,48.333333333333336,3.75,38.75031352916667,9.299082733333334,4.9696508315176695
18,0,99.24127998,31.96373669,144,0.8333333333333334,115.8819824,1,4.0,2,202,0.7128712871287128,120.0,3.3333333333333335,82.70106665,26.63644724166667,4.761164728284235
39,1,84.33421187,24.11116561,177,0.6833333333333333,443.3890037,1,9.0,0,181,0.9779005524861878,120.95,6.15,57.62837811116667,16.475963166833335,6.096700313309919
58,0,61.73193421,29.31747581,130,0.45,187.0619427,1,7.0,2,162,0.8024691358024691,58.5,3.15,27.7793703945,13.1928641145,5.236771391009336
43,0,85.16440129,29.69361279,124,0.38333333333333336,310.3643974,1,3.0,2,177,0.7005649717514124,47.53333333333334,1.1500000000000001,32.64635382783334,11.3825515695,5.740963922099348
30,1,55.16087683,30.5449893,117,0.4666666666666667,129.611367,1,2.0,1,190,0.6157894736842106,54.6,0.9333333333333333,25.741742520666666,14.25432834,4.872226249808298
25,0,61.24653066,21.62008808,104,0.4666666666666667,383.2635156,1,10.0,1,195,0.5333333333333333,48.53333333333333,4.666666666666667,28.581714308,10.089374437333333,5.951328555775392
52,0,78.5115556,21.25129781,177,0.8833333333333333,144.7993694,1,1.0,0,168,1.0535714285714286,156.35,0.8833333333333333,69.35187411333332,18.771979732166667,4.982231494462324
55,0,92.41374766,33.35338189,106,0.8333333333333334,102.0959253,1,6.0,2,165,0.6424242424242425,88.33333333333334,5.0,77.01145638333334,27.794484908333335,4.6356598684184345
43,1,58.7253541,19.09399718,108,0.9833333333333333,344.712567,1,1.0,2,177,0.6101694915254238,106.19999999999999,0.9833333333333333,57.74659819833333,18.775763893666664,5.845607698595457
29,1,86.58468232,24.93561004,137,0.38333333333333336,237.6189713,1,1.0,2,191,0.7172774869109948,52.51666666666667,0.38333333333333336,33.19079488933333,9.558650515333333,5.47486801739989
40,1,100.4090798,20.03404579,170,0.5166666666666667,192.364994,1,2.0,0,180,0.9444444444444444,87.83333333333334,1.0333333333333334,51.87802456333334,10.350923658166668,5.264579563533777
29,1,75.91369081,21.51597702,160,0.9666666666666667,471.6148446,1,5.0,1,191,0.837696335078534,154.66666666666666,4.833333333333333,73.38323444966667,20.798777786000002,6.158280774754641
36,0,74.96073161,33.71839827,131,0.9666666666666667,280.455236,1,7.0,0,184,0.7119565217391305,126.63333333333334,6.766666666666667,72.46204055633333,32.594451661,5.63997341539661
26,0,65.80857826,24.40223101,107,0.9833333333333333,474.2340328,1,10.0,2,194,0.5515463917525774,105.21666666666665,9.833333333333332,64.71176862233334,23.995527159833333,6.163807383329118
46,0,68.3741302,28.94278738,141,0.75,184.4730934,1,4.0,1,174,0.8103448275862069,105.75,3.0,51.28059765,21.707090535,5.222909822470254
22,1,53.69455335,26.34117322,109,0.7,137.7745595,1,7.0,2,198,0.5505050505050505,76.3,4.8999999999999995,37.586187345,18.438821254,4.932850742368341
44,0,97.80677203,27.51271829,121,0.5166666666666667,414.4423123,1,3.0,1,176,0.6875,62.51666666666667,1.5500000000000003,50.533498882166676,14.214904449833334,6.029343765426601
44,1,98.57887801,28.42239194,106,0.6666666666666666,439.2877189,1,8.0,0,176,0.6022727272727273,70.66666666666666,5.333333333333333,65.71925200666666,18.94826129333333,6.0874284197994575
28,1,74.43379193,28.59196993,100,0.4666666666666667,152.3731861,1,3.0,1,192,0.5208333333333334,46.666666666666664,1.4,34.735769567333335,13.342919300666667,5.032874076392274
52,1,84.64565117,27.55570647,126,0.8,313.1435338,1,5.0,1,168,0.75,100.80000000000001,4.0,67.716520936,22.044565176000003,5.749849995476209
26,0,82.52383881,19.39886868,109,0.5333333333333333,376.4953334,1,5.0,0,194,0.5618556701030928,58.13333333333333,2.6666666666666665,44.012714032,10.346063296,5.9335582067583665
35,1,94.61001335,22.85568356,141,0.5,448.9890478,1,6.0,2,185,0.7621621621621621,70.5,3.0,47.305006675,11.42784178,6.109223244245964
56,1,53.24650478,29.78677836,176,0.3333333333333333,293.0344535,1,1.0,1,164,1.0731707317073171,58.666666666666664,0.3333333333333333,17.748834926666667,9.92892612,5.683696949248124
38,0,90.220902,21.34916053,105,0.36666666666666664,233.122857,1,8.0,1,182,0.5769230769230769,38.5,2.933333333333333,33.080997399999994,7.828025527666666,5.45584600749225
23,0,57.12792775,31.33151701,167,0.7166666666666667,151.5991295,1,5.0,2,197,0.8477157360406091,119.68333333333334,3.5833333333333335,40.941681554166664,22.454253857166666,5.027814414377992
27,0,62.26845357,22.51498621,104,0.38333333333333336,246.0202278,1,7.0,1,193,0.538860103626943,39.86666666666667,2.6833333333333336,23.8695738685,8.630744713833334,5.509470227201978
50,0,96.4338872,24.54884642,178,0.6,295.1513244,1,1.0,1,170,1.0470588235294118,106.8,0.6,57.86033232,14.729307852,5.690870554771053
23,1,70.97223588,18.94521484,170,0.4166666666666667,119.6067548,1,5.0,1,197,0.8629441624365483,70.83333333333334,2.0833333333333335,29.571764950000002,7.893839516666667,4.7925352926748355
54,1,69.18487084,23.62638167,177,0.38333333333333336,418.2618341,1,2.0,1,166,1.0662650602409638,67.85000000000001,0.7666666666666667,26.520867155333335,9.056779640166667,6.03849562713858
38,0,75.59689133,26.50197594,151,0.85,419.7180341,1,6.0,2,182,0.8296703296703297,128.35,5.1,64.2573576305,22.526679549,6.0419628565662356
45,1,74.84338458,24.49874184,154,0.43333333333333335,237.1214052,1,9.0,1,175,0.88,66.73333333333333,3.9000000000000004,32.432133318000005,10.616121464,5.47278064949405
19,0,83.66405641,19.49576172,175,0.9166666666666666,488.9969371,1,3.0,1,201,0.8706467661691543,160.41666666666666,2.75,76.69205170916666,17.87111491,6.19439914026881
60,1,69.31447707,30.15399805,133,0.6166666666666667,485.0860445,1,3.0,2,160,0.83125,82.01666666666667,1.85,42.7439275265,18.594965464166666,6.186385654525944
60,1,81.14219998,25.12063694,111,0.9333333333333333,185.5255732,1,7.0,1,160,0.69375,103.60000000000001,6.533333333333333,75.73271998133333,23.445927810666667,5.228568351399365
56,1,72.99273153,22.66285542,162,0.85,165.9993912,1,2.0,0,164,0.9878048780487805,137.7,1.7,62.0438218005,19.263427107,5.117990166901128
53,1,88.61938842,26.06325689,176,0.9166666666666666,312.9282633,1,3.0,0,167,1.0538922155688624,161.33333333333331,2.75,81.234439385,23.891318815833333,5.749164498979077
52,0,96.36457188,20.68000992,168,0.5833333333333334,310.7992823,1,2.0,0,168,1.0,98.0,1.1666666666666667,56.212666930000005,12.06333912,5.7423596548250035
24,0,75.08330305,32.39776582,102,0.43333333333333335,194.9421322,1,4.0,0,196,0.5204081632653061,44.2,1.7333333333333334,32.53609798833333,14.039031855333333,5.277819371759912
42,1,88.22157221,23.19780894,153,0.48333333333333334,491.9044704,1,7.0,2,178,0.8595505617977528,73.95,3.3833333333333333,42.64042656816667,11.212274321,6.2003153832583555
19,1,54.81757182,26.48644482,136,0.5,334.6332176,1,10.0,0,201,0.6766169154228856,68.0,5.0,27.40878591,13.24322241,5.816018949432663
26,1,51.86215132,33.52926921,133,0.55,458.8810485,1,5.0,2,194,0.6855670103092784,73.15,2.75,28.524183226000005,18.441098065500004,6.130967865825534
49,0,75.38185875,23.94210442,175,0.9333333333333333,221.3818281,1,8.0,1,171,1.023391812865497,163.33333333333334,7.466666666666667,70.3564015,22.34596412533333,5.404395850854678
51,0,93.34441029,22.29424576,129,0.45,325.8452919,1,9.0,1,169,0.7633136094674556,58.050000000000004,4.05,42.0049846305,10.032410592,5.789486945488113
18,1,91.8210386,19.57181441,159,0.9166666666666666,271.7984607,1,3.0,1,202,0.7871287128712872,145.75,2.75,84.16928538333333,17.940829875833334,5.60873328335808
35,0,87.46190442,32.33269169,131,0.9,218.1117723,1,6.0,2,185,0.7081081081081081,117.9,5.4,78.715713978,29.099422520999997,5.3895819754181575
54,1,94.37463386,33.27434395,158,0.5166666666666667,372.581496,1,1.0,2,166,0.9518072289156626,81.63333333333334,0.5166666666666667,48.76022749433334,17.19174437416667,5.923136176220168
49,0,95.911693,27.17379536,107,0.9,479.8325592,1,2.0,1,171,0.6257309941520468,96.3,1.8,86.3205237,24.456415824,6.17551909973018
56,1,48.40048431,22.68855345,123,0.5166666666666667,394.1783809,1,10.0,2,164,0.75,63.550000000000004,5.166666666666667,25.006916893500005,11.7224192825,5.979337260176979
24,0,95.56601888,30.9707873,152,0.35,444.2549306,1,3.0,2,196,0.7755102040816326,53.199999999999996,1.0499999999999998,33.448106607999996,10.839775555,6.098646995887234
37,0,47.45277461,22.99728844,166,0.6,317.3206578,1,1.0,1,183,0.907103825136612,99.6,0.6,28.471664766,13.798373063999998,5.7630592325905265
20,0,96.36381065,32.29393205,172,0.55,294.440263,1,10.0,0,200,0.86,94.60000000000001,5.5,53.00009585750001,17.7616626275,5.688466660741583
51,0,78.27247592,25.56755187,145,0.6666666666666666,336.160237,1,5.0,0,169,0.8579881656804734,96.66666666666666,3.333333333333333,52.18165061333333,17.04503458,5.820558298059394
21,1,94.01242775,33.44114105,126,0.4,179.1368748,1,6.0,2,199,0.6331658291457286,50.400000000000006,2.4000000000000004,37.6049711,13.37645642,5.193716977476339
31,0,55.78219929,20.54830706,166,0.5833333333333334,241.2112347,1,5.0,0,189,0.8783068783068783,96.83333333333334,2.916666666666667,32.539616252500004,11.986512451666666,5.4898102160877835
38,0,64.57042377,28.01156596,114,0.5,468.6631805,1,8.0,0,182,0.6263736263736264,57.0,4.0,32.285211885,14.00578298,6.152015800562852
25,0,78.20786746,31.51282138,144,0.5166666666666667,370.6934327,1,9.0,0,195,0.7384615384615385,74.4,4.65,40.40739818766667,16.281624379666667,5.918069408866249
18,1,63.56491265,19.24520096,130,0.48333333333333334,235.4808427,1,3.0,1,202,0.6435643564356436,62.833333333333336,1.45,30.723041114166666,9.301847130666665,5.465867201268373
27,0,69.05311312,25.57548596,155,0.5666666666666667,497.6911217,1,7.0,2,193,0.8031088082901554,87.83333333333333,3.966666666666667,39.130097434666666,14.492775377333334,6.211986909506096
52,0,67.17188522,33.81707437,102,0.75,461.5139356,1,10.0,0,168,0.6071428571428571,76.5,7.5,50.378913915,25.3628057775,6.1366766875255765
49,1,101.0450295,31.14741497,165,0.45,358.1260719,1,9.0,2,171,0.9649122807017544,74.25,4.05,45.470263275,14.0163367365,5.883673502049612
48,1,79.41729076,34.16084238,119,0.5833333333333334,420.185107,1,2.0,0,172,0.6918604651162791,69.41666666666667,1.1666666666666667,46.32675294333334,19.927158055,6.043072421135169
58,0,66.77762847,27.66865811,136,0.7166666666666667,247.3177278,1,4.0,2,162,0.8395061728395061,97.46666666666667,2.8666666666666667,47.8573004035,19.82920497883333,5.514709086663041
60,1,62.54535184,22.59039568,171,0.6166666666666667,304.6376978,1,10.0,1,160,1.06875,105.45,6.166666666666667,38.56963363466667,13.930744002666668,5.722400406359949
42,1,73.95241722,20.31656797,113,0.4166666666666667,485.9618233,1,4.0,0,178,0.6348314606741573,47.083333333333336,1.6666666666666667,30.813507175,8.465236654166668,6.1881857284287
28,0,93.46029553,28.69268691,141,0.38333333333333336,452.3517684,1,4.0,0,192,0.734375,54.050000000000004,1.5333333333333334,35.826446619833334,10.9988633155,6.116668354823401
48,1,60.11646252,25.2372257,123,0.7833333333333333,430.4024765,1,7.0,2,172,0.7151162790697675,96.35,5.483333333333333,47.091228973999996,19.769160131666666,6.06704147455054
51,0,77.88313682,20.45067266,171,0.6833333333333333,283.3606445,1,4.0,2,169,1.0118343195266273,116.85000000000001,2.7333333333333334,53.22014349366667,13.974626317666665,5.650243307551891
53,0,83.47986826,33.34423973,117,0.5666666666666667,212.742105,1,5.0,0,167,0.7005988023952096,66.3,2.833333333333333,47.30525868066667,18.895069180333333,5.364770171462216
25,0,65.71073511,34.38153041,110,0.7833333333333333,497.8515018,1,2.0,2,195,0.5641025641025641,86.16666666666667,1.5666666666666667,51.4734091695,26.93219882116667,6.21230845987919
31,1,67.73405712,26.13938514,160,0.75,390.1075923,1,4.0,2,189,0.8465608465608465,120.0,3.0,50.800542840000006,19.604538855,5.9689826942552235
34,1,68.24753501,26.5913335,159,0.35,214.5143714,1,10.0,1,186,0.8548387096774194,55.65,3.5,23.8866372535,9.306966725,5.373027595951305
43,1,100.3214275,28.1726826,173,0.9166666666666666,188.6152102,1,9.0,0,177,0.9774011299435028,158.58333333333331,8.25,91.96130854166667,25.82495905,5.244996809177103
22,1,73.90294643,20.81564035,116,0.9666666666666667,122.6847362,1,7.0,1,198,0.5858585858585859,112.13333333333334,6.766666666666667,71.43951488233333,20.121785671666665,4.817735878090392
40,1,102.5759785,30.199875,107,0.8666666666666667,259.0072069,1,10.0,2,180,0.5944444444444444,92.73333333333333,8.666666666666668,88.89918136666667,26.173225,5.560709349477522
24,1,65.9868247,32.38559416,136,0.5333333333333333,258.7209122,1,1.0,2,196,0.6938775510204082,72.53333333333333,0.5333333333333333,35.192973173333336,17.272316885333332,5.559607639878073
59,0,86.9147589,30.79285681,179,0.35,154.7629008,1,8.0,1,161,1.1118012422360248,62.65,2.8,30.420165614999995,10.777499883499999,5.048334984413898
53,0,94.72751555,19.17657562,120,0.7,282.6603086,1,4.0,2,167,0.718562874251497,84.0,2.8,66.309260885,13.423602934,5.64777742578803
25,0,99.44447884,20.53391978,103,0.6,262.1380834,1,4.0,0,195,0.5282051282051282,61.8,2.4,59.666687304,12.320351868000001,5.572678926335883
24,1,74.53645217,21.69213114,110,0.38333333333333336,489.7061081,1,1.0,1,196,0.5612244897959183,42.16666666666667,0.38333333333333336,28.57230666516667,8.315316937,6.195845390746121
19,0,72.94929275,22.79244181,105,0.55,308.560274,1,8.0,1,201,0.5223880597014925,57.75000000000001,4.4,40.1221110125,12.535842995500001,5.735152819529144
44,1,92.63114444,21.4929567,146,0.7333333333333333,303.4398397,1,6.0,0,176,0.8295454545454546,107.06666666666666,4.3999999999999995,67.92950592266666,15.76150158,5.718473496858519
48,0,67.15173698,22.05978155,104,0.7,242.4507635,1,5.0,1,172,0.6046511627906976,72.8,3.5,47.00621588599999,15.441847085,5.494914718791383
60,1,73.94830679,26.40999771,159,0.6666666666666666,224.3531034,1,7.0,2,160,0.99375,106.0,4.666666666666666,49.29887119333333,17.606665139999997,5.417668520508439
52,0,91.02035846,22.55585982,142,0.5666666666666667,387.9751554,1,2.0,1,168,0.8452380952380952,80.46666666666667,1.1333333333333333,51.57820312733333,12.781653897999998,5.963515473712484
60,1,58.12264191,34.26105261,136,0.9,240.2690206,1,2.0,2,160,0.85,122.4,1.8,52.310377719,30.834947349,5.4859125789765235
45,0,91.80876937,21.72348561,113,0.5666666666666667,324.107922,1,4.0,0,175,0.6457142857142857,64.03333333333333,2.2666666666666666,52.02496930966666,12.309975179,5.784157194899771
30,0,76.758792,29.00556556,129,0.8333333333333334,126.1531014,1,10.0,1,190,0.6789473684210526,107.5,8.333333333333334,63.96566,24.171304633333335,4.845391883234046
35,0,76.49065871,29.8985682,171,0.6166666666666667,145.840523,1,2.0,1,185,0.9243243243243243,105.45,1.2333333333333334,47.16923953783334,18.437450390000002,4.9893471203221
25,1,51.61450441,33.82190219,110,0.6333333333333333,118.6470115,1,5.0,0,195,0.5641025641025641,69.66666666666666,3.1666666666666665,32.68918612633333,21.420538053666668,4.784545837026154
59,0,87.63950887,34.00291981,126,0.5833333333333334,279.5525288,1,9.0,2,161,0.782608695652174,73.5,5.25,51.12304684083334,19.835036555833337,5.636760975879402
44,1,47.25295118,22.89634691,180,0.95,114.0978791,1,7.0,0,176,1.0227272727272727,171.0,6.6499999999999995,44.890303620999994,21.751529564499997,4.745782888972488
38,1,51.0539001,29.2261896,120,0.48333333333333334,323.1393326,1,10.0,0,182,0.6593406593406593,58.0,4.833333333333333,24.676051715,14.12599164,5.7811734622409965
41,1,67.68934097,31.7652518,115,0.38333333333333336,299.4536977,1,10.0,1,179,0.6424581005586593,44.083333333333336,3.8333333333333335,25.94758070516667,12.176679856666668,5.705293657910062
50,0,88.015325,28.98058516,119,0.8833333333333333,433.6218435,1,6.0,2,170,0.7,105.11666666666666,5.3,77.74687041666667,25.599516891333334,6.074476327718966
25,0,77.49636925,24.50330969,173,0.8166666666666667,131.4758952,1,6.0,2,195,0.8871794871794871,141.28333333333333,4.9,63.288701554166664,20.01103624683333,4.886400705857409
25,1,91.84575014,24.95522302,102,0.43333333333333335,238.3390773,1,6.0,2,195,0.5230769230769231,44.2,2.6,39.79982506066667,10.813929975333332,5.477881279952847
53,0,93.55516577,30.97390197,151,0.9,445.9066828,1,3.0,2,167,0.9041916167664671,135.9,2.7,84.199649193,27.876511773,6.102349809508514
28,0,59.79740766,24.64626143,146,0.5666666666666667,250.6072627,1,1.0,1,192,0.7604166666666666,82.73333333333333,0.5666666666666667,33.885197674,13.966214810333332,5.527869390466902
31,0,69.53764157,30.90135908,155,0.75,319.6223011,1,10.0,2,189,0.8201058201058201,116.25,7.5,52.153231177500004,23.17601931,5.770263798267774
